home_off_epa_per_play,home_off_success_rate,home_off_explosive_play_rate,home_def_epa_per_play,home_def_success_rate,home_off_red_zone_plays,home_off_red_zone_td_rate,home_off_3rd_down_conv_rate,home_off_turnover_rate,home_def_turnover_rate,home_off_yards_per_play,home_def_yards_per_play,home_off_pass_rate,home_off_run_rate,home_off_epa_at_home,home_off_success_at_home,home_off_epa_on_road,home_off_success_on_road,home_recent_form_epa,home_epa_trend,home_avg_time_to_throw,home_avg_completed_air_yards,home_avg_air_yards_diff,home_pass_aggressiveness,home_avg_rush_yards_ngs,home_avg_time_to_los,home_rush_attempts,home_passing_yards_per_game,home_passing_tds_per_game,home_interceptions_per_game,home_rushing_yards_per_game,home_rushing_tds_per_game,home_sacks_taken_per_game,home_penalties_per_game,away_off_epa_per_play,away_off_success_rate,away_off_explosive_play_rate,away_def_epa_per_play,away_def_success_rate,away_off_red_zone_plays,away_off_red_zone_td_rate,away_off_3rd_down_conv_rate,away_off_turnover_rate,away_def_turnover_rate,away_off_yards_per_play,away_def_yards_per_play,away_off_pass_rate,away_off_run_rate,away_off_epa_at_home,away_off_success_at_home,away_off_epa_on_road,away_off_success_on_road,away_recent_form_epa,away_epa_trend,away_avg_time_to_throw,away_avg_completed_air_yards,away_avg_air_yards_diff,away_pass_aggressiveness,away_avg_rush_yards_ngs,away_avg_time_to_los,away_rush_attempts,away_passing_yards_per_game,away_passing_tds_per_game,away_interceptions_per_game,away_rushing_yards_per_game,away_rushing_tds_per_game,away_sacks_taken_per_game,away_penalties_per_game,home_off_injury_impact,home_def_injury_impact,home_total_injury_impact,home_qb_out,home_top_wr_out,home_top_cb_out,home_lt_out,home_edge_out,home_multiple_ol_out,home_players_out,home_players_doubtful,home_players_questionable,home_total_injuries,home_premium_injuries,away_off_injury_impact,away_def_injury_impact,away_total_injury_impact,away_qb_out,away_top_wr_out,away_top_cb_out,away_lt_out,away_edge_out,away_multiple_ol_out,away_players_out,away_players_doubtful,away_players_questionable,away_total_injuries,away_premium_injuries,injury_impact_differential,combined_injury_impact,home_injury_adj_off_epa,away_injury_adj_off_epa,home_injury_adj_def_epa,away_injury_adj_def_epa,home_wins,home_losses,home_win_pct,away_wins,away_losses,away_win_pct,record_diff,home_rest_days,away_rest_days,rest_advantage,game_id,season,week,home_team,away_team,home_score,away_score,home_team_wins,spread,ats_home_covers,home_rolling_4_win_pct,home_rolling_8_win_pct,away_rolling_4_win_pct,away_rolling_8_win_pct,h2h_home_wins_last3,h2h_total_games,h2h_home_won_last,is_division_game,is_prime_time,home_playoff_push,away_playoff_push,rolling_4_win_pct_diff,rolling_8_win_pct_diff,off_epa_differential,def_epa_differential
0.0,0.5,0.1,0.0,0.5,0,0.2,0.4,0.02,0.02,5.0,5.0,0.6,0.4,0.0,0.5,0.0,0.5,0.0,0.0,2.5,6.0,0.0,0.1,4.0,2.5,25,220.0,1.5,1.0,110.0,1.0,2.5,6.0,0.0,0.5,0.1,0.0,0.5,0,0.2,0.4,0.02,0.02,5.0,5.0,0.6,0.4,0.0,0.5,0.0,0.5,0.0,0.0,2.5,6.0,0.0,0.1,4.0,2.5,25,220.0,1.5,1.0,110.0,1.0,2.5,6.0,0.07175,0.03,0.10175,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,0.0,0.371,0.322,0.6930000000000001,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,1.0,-0.59125,0.7947500000000001,0.0,0.0,0.0,0.0,0,0,0.5,0,0,0.5,0.0,7,7,0,2015_01_NO_ARI,2015,1,ARI,NO,31,19,1,2.0,1,0.5,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0.0,0.0,0.0,0.0
0.227544416960843,0.4645161290322581,0.1870967741935484,-0.0312586359814704,0.375,28,0.25,0.5263157894736842,0.0129032258064516,0.0217391304347826,4.751633986928105,4.127777777777778,0.5283018867924528,0.4716981132075472,0.1445187866562565,0.4430379746835443,0.313891072477613,0.4868421052631579,0.227544416960843,0.0,2.5,6.0,0.0,0.1,4.0,2.5,25,246.0,3.5,1.0,117.5,1.0,2.5,6.5,0.0189903215637703,0.4842105263157895,0.1421052631578947,0.0852864167661209,0.4100719424460431,46,0.0652173913043478,0.3636363636363636,0.0052631578947368,0.014388489208633,4.333333333333333,5.145985401459854,0.5374149659863946,0.4625850340136054,0.0132161295938936,0.5294117647058824,0.0236096751396716,0.4476190476190476,0.0189903215637703,0.0,2.5,6.0,0.0,0.1,4.0,2.5,25,250.0,1.0,1.0,170.5,1.0,2.5,7.5,0.07064175,0.0209999999999999,0.09164175,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,0.2111844799999999,0.102015,0.31319948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,14.0,1.0,-0.2215577299999999,0.4048412299999999,0.2114702811439994,0.0149798603792927,-0.0319150673370812,0.0939869105725168,2,0,1.0,1,1,0.5,0.5,7,7,0,2015_03_SF_ARI,2015,3,ARI,SF,47,7,1,7.0,1,1.0,1.0,0.5,0.5,0,0,0.5,0,0,0,0,0.5,0.5,0.2085540953970727,-0.1165450527475913
0.1930754640767918,0.4736842105263157,0.1902834008097166,-0.1385556581812014,0.3784860557768924,54,0.2037037037037037,0.5,0.0121457489878542,0.0318725099601593,4.827160493827161,3.654471544715447,0.5116279069767442,0.4883720930232558,0.1394590698160723,0.4678362573099415,0.313891072477613,0.4868421052631579,0.1930754640767918,0.0,2.5,6.0,0.0,0.1,4.0,2.5,25,267.6666666666667,3.0,1.0,124.66666666666669,1.3333333333333333,2.5,5.666666666666667,0.0,0.5,0.1,0.0,0.5,0,0.2,0.4,0.02,0.02,5.0,5.0,0.6,0.4,0.0,0.5,0.0,0.5,0.0,0.0,2.5,6.0,0.0,0.1,4.0,2.5,25,220.0,1.5,1.0,110.0,1.0,2.5,6.0,0.09298631,0.009,0.10198631,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0126727,0.0305,0.0431727,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,0.0,0.0588136099999999,0.14515901,0.1751220891207534,0.0,-0.1398026591048322,0.0,3,0,1.0,1,2,0.3333333333333333,0.6666666666666667,7,7,0,2015_04_STL_ARI,2015,4,ARI,STL,22,24,0,7.0,1,1.0,1.0,0.5,0.5,0,0,0.5,0,0,0,0,0.5,0.5,0.1930754640767918,-0.1385556581812014
0.0969445289125698,0.4643584521384928,0.1771894093686354,-0.0977258221779063,0.4129158512720156,98,0.173469387755102,0.3692307692307692,0.0183299389002036,0.0273972602739726,5.081419624217119,3.9204771371769382,0.5838150289017341,0.4161849710982659,0.0808502561859521,0.471042471042471,0.1149281293070949,0.4568965517241379,0.0004179931921164,-0.0965265357204533,2.5,6.0,0.0,0.1,4.0,2.5,25,291.1666666666667,2.3333333333333335,1.0,121.5,1.1666666666666667,2.5,6.333333333333333,-0.006343367471018,0.4635036496350365,0.1478102189781022,0.0228853316650067,0.4080882352941176,90,0.1111111111111111,0.3043478260869565,0.0164233576642335,0.0073529411764705,4.128491620111732,4.288930581613508,0.6174334140435835,0.3825665859564164,0.0200171363990478,0.4475138121546961,-0.019307549702198,0.4713896457765668,-0.012486005646379,-0.006142638175361,2.5,6.0,0.0,0.1,4.0,2.5,25,267.0,1.3333333333333333,1.0,111.16666666666669,0.8333333333333334,2.5,7.5,0.038892305,0.0403,0.079192305,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,9.0,0.0,0.10752839,0.0690149999999999,0.17654339,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,11.0,2.0,-0.0973510849999999,0.255735695,0.0931741327260208,-0.0056612753796811,-0.1016641728116759,0.0244647628298671,4,2,0.6666666666666666,1,5,0.1666666666666666,0.5,8,8,0,2015_07_BAL_ARI,2015,7,ARI,BAL,26,18,1,10.0,1,0.6666666666666666,0.6666666666666666,0.5,0.5,0,0,0.5,0,0,0,0,0.16666666666666663,0.16666666666666663,0.1032878963835878,-0.120611153842913
0.088331369275264,0.4628205128205128,0.1794871794871795,-0.0850693016374021,0.4105960264900662,154,0.1503267973856209,0.4273504273504273,0.0217948717948717,0.023841059602649,4.973753280839895,3.8369272237196768,0.5752688172043011,0.4247311827956989,0.0825468456843464,0.4599406528189911,0.0927323507772377,0.4650112866817156,0.0683063744046676,-0.0200249948705963,2.5,6.0,0.0,0.1,4.0,2.5,25,306.55555555555554,2.5555555555555554,1.0,123.88888888888889,1.0,2.5,6.222222222222222,0.0607265951830101,0.4549019607843137,0.1699346405228758,-0.0598784347093406,0.4183266932270916,150,0.1610738255033557,0.3893129770992366,0.0143790849673202,0.0159362549800796,4.5463087248322145,4.148299319727891,0.5533807829181495,0.4466192170818505,0.0603326189258543,0.4575471698113207,0.0612187732372017,0.4516129032258064,-0.0232416784054245,-0.0839682735884346,2.5,6.0,0.0,0.1,4.0,2.5,25,269.22222222222223,2.0,1.0,115.22222222222224,1.1111111111111112,2.5,7.333333333333333,0.03013696,0.0427037999999999,0.0728407599999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,10.0,0.0,0.0,0.14176215,0.14176215,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,12.0,1.0,-0.06892139,0.2146029099999999,0.0856693303326701,0.0607265951830101,-0.0887020840806654,-0.0683669303523713,7,2,0.7777777777777778,8,1,0.8888888888888888,-0.111111111111111,7,6,1,2015_11_CIN_ARI,2015,11,ARI,CIN,34,31,1,4.0,1,0.75,0.75,0.5,0.5,0,0,0.5,0,0,0,0,0.25,0.25,0.027604774092253898,-0.025190866928061502
0.0947145068785146,0.4597918637653737,0.1740775780510879,-0.0743816190728712,0.4117053481331988,210,0.138755980861244,0.4107142857142857,0.0189214758751182,0.0211907164480322,4.863768115942029,3.909558067831449,0.5759577278731837,0.4240422721268164,0.0924349316483266,0.4628297362110312,0.0962007181309521,0.4578125,0.1125919176296476,0.017877410751133,2.5,6.0,0.0,0.1,4.0,2.5,25,309.0833333333333,2.4166666666666665,1.0,120.16666666666669,1.0,2.5,6.083333333333333,-0.001119600541833,0.4200206398348813,0.1661506707946336,-0.0132618774751454,0.4328657314629258,138,0.0942028985507246,0.3233532934131736,0.0134158926728586,0.0140280561122244,3.991578947368421,4.1981613891726255,0.5350756533700137,0.4649243466299862,-0.0437256468181961,0.4029227557411273,0.0403514486001186,0.436734693877551,-0.0559868144396692,-0.0548672138978362,2.5,6.0,0.0,0.1,4.0,2.5,25,201.08333333333337,0.6666666666666666,1.0,136.75,1.0,2.5,6.166666666666667,0.06021959125,0.0866317375,0.14685132875,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,13.0,1.0,0.00628078125,0.11975,0.12603078125,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,9.0,0.0,0.0208205475,0.27288211,0.0890108379888451,-0.0011125685757424,-0.0808254279712172,-0.0148499873027941,10,2,0.8333333333333334,8,4,0.6666666666666666,0.1666666666666667,4,4,0,2015_14_MIN_ARI,2015,14,ARI,MIN,23,20,1,10.0,1,0.75,0.8,0.5,0.5,0,0,0.5,0,0,0,0,0.25,0.30000000000000004,0.09583410742034759,-0.061119741597725805
0.1036383662772976,0.4679643146796431,0.1711273317112733,-0.0666044635079595,0.4166666666666667,236,0.1361702127659574,0.4256410256410256,0.016220600162206,0.0243055555555555,4.908789386401327,4.075022065313328,0.568868980963046,0.4311310190369541,0.1004352261210685,0.464,0.1058237273742573,0.4706684856753069,0.1429543517132586,0.039315985435961,2.5,6.0,0.0,0.1,4.0,2.5,25,306.64285714285717,2.2857142857142856,1.0,126.35714285714286,1.0714285714285714,2.5,5.571428571428571,0.0410836601618146,0.4402261712439418,0.1639741518578352,-0.0390652310470558,0.4168067226890756,198,0.1319796954314721,0.2943925233644859,0.0088852988691437,0.015126050420168,3.9769357495881383,4.221079691516709,0.5892070484581498,0.4107929515418502,0.0308750097070842,0.4509493670886076,0.051733949404936,0.429042904290429,0.0172309138747429,-0.0238527462870717,2.5,6.0,0.0,0.1,4.0,2.5,25,241.3571428571429,2.0714285714285716,1.0,119.5,0.5714285714285714,2.5,6.5,0.0342399375,0.04475,0.0789899375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,3.0,0.05721316875,0.06664469375,0.1238578625,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,14.0,1.0,-0.0448679249999999,0.2028478,0.1000897950933609,0.0387331337801091,-0.0695850132499407,-0.0416687214064598,12,2,0.8571428571428571,10,4,0.7142857142857143,0.1428571428571428,7,7,0,2015_16_GB_ARI,2015,16,ARI,GB,38,8,1,6.0,1,0.75,0.8333333333333334,0.5,0.5,0,0,0.5,0,0,0,0,0.25,0.33333333333333337,0.062554706115483,-0.027539232460903694
0.0987645245391081,0.4705432287681714,0.1698546289211935,-0.086117898571507,0.4096774193548387,254,0.1383399209486166,0.4251207729468599,0.016832440703902,0.0258064516129032,4.934220830070478,3.928746928746929,0.5681098204857444,0.4318901795142555,0.0897451212681882,0.470383275261324,0.1058237273742573,0.4706684856753069,0.1159648019721553,0.0172002774330471,2.5,6.0,0.0,0.1,4.0,2.5,25,304.1333333333333,2.2666666666666666,1.0,126.0,1.0666666666666669,2.5,5.866666666666666,0.0611719752741551,0.4615384615384615,0.1633624107850912,-0.0425352945190712,0.4127906976744186,193,0.1197916666666666,0.4193548387096774,0.0118953211736716,0.0174418604651162,4.620242914979757,3.7531699070160607,0.5305907172995781,0.4694092827004219,0.0594743467980122,0.4554896142433234,0.0631171139054819,0.4684838160136286,0.126569728430375,0.0653977531562198,2.5,6.0,0.0,0.1,4.0,2.5,25,255.73333333333332,2.066666666666667,1.0,141.53333333333333,0.6,2.5,7.4,0.0380303562499999,0.07675,0.1147803562499999,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,16.0,3.0,0.040159375,0.055502375,0.09566175,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,8.0,0.0,0.0191186062499999,0.2104421062499999,0.095008474486024,0.0587153469796296,-0.0927274472868702,-0.0448961043862041,13,2,0.8666666666666667,9,6,0.6,0.2666666666666667,7,7,0,2015_17_SEA_ARI,2015,17,ARI,SEA,6,36,0,6.0,0,1.0,0.8571428571428571,0.5,0.5,0,0,0.5,0,0,0,1,0.5,0.3571428571428571,0.037592549264953,-0.04358260405243581
0.0752636215593364,0.4613718411552346,0.1689530685920577,-0.0713229878881052,0.4147812971342383,261,0.1384615384615384,0.420814479638009,0.0180505415162454,0.0241327300150829,4.8285291943828526,3.944104134762634,0.5800995024875621,0.4199004975124378,0.0409248318724006,0.450920245398773,0.1058237273742573,0.4706684856753069,-0.1545530194344819,-0.2298166409938184,2.5,6.0,0.0,0.1,4.0,2.5,25,298.4375,2.1875,1.0,119.8125,1.0,2.5,5.875,0.0147484961317055,0.4308405029781602,0.1634679020516214,-0.0397801589572022,0.4177840508115737,234,0.1330472103004291,0.2786259541984733,0.0119126406353408,0.0162314749470712,3.8502024291497974,4.246762589928058,0.5928251121076233,0.4071748878923766,0.009608495769987,0.4401650618982118,0.019511915490059,0.4221938775510204,-0.1045857526836967,-0.1193342488154022,2.5,6.0,0.0,0.1,4.0,2.5,25,237.35294117647055,1.9411764705882353,1.0,117.11764705882354,0.5882352941176471,2.5,6.352941176470588,0.0176370833333333,0.0176391499999999,0.0352762333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0526987125,0.051092525,0.1037912375,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,14.0,1.0,-0.0685150041666666,0.1390674708333333,0.0739361907939259,0.0139712693742534,-0.0725810647699116,-0.041812627723227,13,3,0.8125,11,6,0.6470588235294118,0.1654411764705882,13,6,7,2015_19_GB_ARI,2015,19,ARI,GB,26,20,1,7.0,1,0.75,0.75,0.0,0.0,0,0,0.5,0,0,0,1,0.75,0.75,0.0605151254276309,-0.031542828930903
0.0,0.5,0.1,0.0,0.5,0,0.2,0.4,0.02,0.02,5.0,5.0,0.6,0.4,0.0,0.5,0.0,0.5,0.0,0.0,2.5,6.0,0.0,0.1,4.0,2.5,25,220.0,1.5,1.0,110.0,1.0,2.5,6.0,0.0,0.5,0.1,0.0,0.5,0,0.2,0.4,0.02,0.02,5.0,5.0,0.6,0.4,0.0,0.5,0.0,0.5,0.0,0.0,2.5,6.0,0.0,0.1,4.0,2.5,25,220.0,1.5,1.0,110.0,1.0,2.5,6.0,0.07025,0.5348499999999999,0.6051,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,16.0,0.0,0.4861,0.2209999999999999,0.7071000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,19.0,0.0,-0.102,1.3122,0.0,0.0,0.0,0.0,0,0,0.5,0,0,0.5,0.0,7,7,0,2016_01_NE_ARI,2016,1,ARI,NE,21,23,0,9.0,1,0.75,0.75,0.5,0.5,0,0,0.5,0,0,0,0,0.25,0.25,0.0,0.0
